"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","W","Women","TOTAL","Total","1980","1980",7357296,,
"AUS","Australia","W","Women","TOTAL","Total","1981","1981",7474993,,
"AUS","Australia","W","Women","TOTAL","Total","1982","1982",7603333,,
"AUS","Australia","W","Women","TOTAL","Total","1983","1983",7707126,,
"AUS","Australia","W","Women","TOTAL","Total","1984","1984",7801179,,
"AUS","Australia","W","Women","TOTAL","Total","1985","1985",7905584,,
"AUS","Australia","W","Women","TOTAL","Total","1986","1986",8018163,,
"AUS","Australia","W","Women","TOTAL","Total","1987","1987",8145619,,
"AUS","Australia","W","Women","TOTAL","Total","1988","1988",8283219,,
"AUS","Australia","W","Women","TOTAL","Total","1989","1989",8426827,,
"AUS","Australia","W","Women","TOTAL","Total","1990","1990",8553859,,
"AUS","Australia","W","Women","TOTAL","Total","1991","1991",8668627,,
"AUS","Australia","W","Women","TOTAL","Total","1992","1992",8770379,,
"AUS","Australia","W","Women","TOTAL","Total","1993","1993",8852828,,
"AUS","Australia","W","Women","TOTAL","Total","1994","1994",8941791,,
"AUS","Australia","W","Women","TOTAL","Total","1995","1995",9044452,,
"AUS","Australia","W","Women","TOTAL","Total","1996","1996",9159443,,
"AUS","Australia","W","Women","TOTAL","Total","1997","1997",9266860,,
"AUS","Australia","W","Women","TOTAL","Total","1998","1998",9364441,,
"AUS","Australia","W","Women","TOTAL","Total","1999","1999",9472155,,
"AUS","Australia","W","Women","TOTAL","Total","2000","2000",9585337,,
"AUS","Australia","W","Women","TOTAL","Total","2001","2001",9712875,,
"AUS","Australia","W","Women","TOTAL","Total","2002","2002",9819727,,
"AUS","Australia","W","Women","TOTAL","Total","2003","2003",9933140,,
"AUS","Australia","W","Women","TOTAL","Total","2004","2004",10036771,,
"AUS","Australia","W","Women","TOTAL","Total","2005","2005",10157211,,
"AUS","Australia","W","Women","TOTAL","Total","2006","2006",10291542,,
"AUS","Australia","W","Women","TOTAL","Total","2007","2007",10473986,,
"AUS","Australia","W","Women","TOTAL","Total","2008","2008",10677154,,
"AUS","Australia","W","Women","TOTAL","Total","2009","2009",10890856,,
"AUS","Australia","W","Women","TOTAL","Total","2010","2010",11063919,,
"AUS","Australia","W","Women","TOTAL","Total","2011","2011",11221790,,
"AUS","Australia","W","Women","TOTAL","Total","2012","2012",11420486,,
"AUS","Australia","W","Women","TOTAL","Total","2013","2013",11621964,,
"AUS","Australia","W","Women","TOTAL","Total","2014","2014",11807800,,
"AUS","Australia","W","Women","TOTAL","Total","2015","2015",11988343,,
"AUS","Australia","W","Women","TOTAL","Total","2016","2016",12187868,,
"AUS","Australia","W","Women","TOTAL","Total","2017","2017",12389986,,
"AUS","Australia","W","Women","TOTAL","Total","2018","2018",12575105,,
"AUS","Australia","W","Women","TOTAL","Total","2019","2019",12760899,,
"AUS","Australia","W","Women","TOTAL","Total","2020","2020",12924522,,
"AUS","Australia","W","Women","TOTAL","Total","2021","2021",12938497,,
"AUS","Australia","W","Women","TOTAL","Total","2022","2022",13086705,,
"AUS","Australia","M","Men","TOTAL","Total","1980","1980",7338060,,
"AUS","Australia","M","Men","TOTAL","Total","1981","1981",7448267,,
"AUS","Australia","M","Men","TOTAL","Total","1982","1982",7580914,,
"AUS","Australia","M","Men","TOTAL","Total","1983","1983",7686346,,
"AUS","Australia","M","Men","TOTAL","Total","1984","1984",7778212,,
"AUS","Australia","M","Men","TOTAL","Total","1985","1985",7882728,,
"AUS","Australia","M","Men","TOTAL","Total","1986","1986",8000187,,
"AUS","Australia","M","Men","TOTAL","Total","1987","1987",8118255,,
"AUS","Australia","M","Men","TOTAL","Total","1988","1988",8248945,,
"AUS","Australia","M","Men","TOTAL","Total","1989","1989",8387589,,
"AUS","Australia","M","Men","TOTAL","Total","1990","1990",8511269,,
"AUS","Australia","M","Men","TOTAL","Total","1991","1991",8615409,,
"AUS","Australia","M","Men","TOTAL","Total","1992","1992",8708256,,
"AUS","Australia","M","Men","TOTAL","Total","1993","1993",8781980,,
"AUS","Australia","M","Men","TOTAL","Total","1994","1994",8863677,,
"AUS","Australia","M","Men","TOTAL","Total","1995","1995",8960430,,
"AUS","Australia","M","Men","TOTAL","Total","1996","1996",9065324,,
"AUS","Australia","M","Men","TOTAL","Total","1997","1997",9156177,,
"AUS","Australia","M","Men","TOTAL","Total","1998","1998",9243143,,
"AUS","Australia","M","Men","TOTAL","Total","1999","1999",9340109,,
"AUS","Australia","M","Men","TOTAL","Total","2000","2000",9443465,,
"AUS","Australia","M","Men","TOTAL","Total","2001","2001",9561826,,
"AUS","Australia","M","Men","TOTAL","Total","2002","2002",9675483,,
"AUS","Australia","M","Men","TOTAL","Total","2003","2003",9787597,,
"AUS","Australia","M","Men","TOTAL","Total","2004","2004",9895951,,
"AUS","Australia","M","Men","TOTAL","Total","2005","2005",10019633,,
"AUS","Australia","M","Men","TOTAL","Total","2006","2006",10159424,,
"AUS","Australia","M","Men","TOTAL","Total","2007","2007",10353636,,
"AUS","Australia","M","Men","TOTAL","Total","2008","2008",10572045,,
"AUS","Australia","M","Men","TOTAL","Total","2009","2009",10800797,,
"AUS","Australia","M","Men","TOTAL","Total","2010","2010",10967831,,
"AUS","Australia","M","Men","TOTAL","Total","2011","2011",11118234,,
"AUS","Australia","M","Men","TOTAL","Total","2012","2012",11312979,,
"AUS","Australia","M","Men","TOTAL","Total","2013","2013",11506165,,
"AUS","Australia","M","Men","TOTAL","Total","2014","2014",11667886,,
"AUS","Australia","M","Men","TOTAL","Total","2015","2015",11827652,,
"AUS","Australia","M","Men","TOTAL","Total","2016","2016",12003039,,
"AUS","Australia","M","Men","TOTAL","Total","2017","2017",12204216,,
"AUS","Australia","M","Men","TOTAL","Total","2018","2018",12391538,,
"AUS","Australia","M","Men","TOTAL","Total","2019","2019",12579318,,
"AUS","Australia","M","Men","TOTAL","Total","2020","2020",12730767,,
"AUS","Australia","M","Men","TOTAL","Total","2021","2021",12749582,,
"AUS","Australia","M","Men","TOTAL","Total","2022","2022",12892230,,
"AUS","Australia","T","Total","TOTAL","Total","1980","1980",14695356,,
"AUS","Australia","T","Total","TOTAL","Total","1981","1981",14923260,,
"AUS","Australia","T","Total","TOTAL","Total","1982","1982",15184247,,
"AUS","Australia","T","Total","TOTAL","Total","1983","1983",15393472,,
"AUS","Australia","T","Total","TOTAL","Total","1984","1984",15579391,,
"AUS","Australia","T","Total","TOTAL","Total","1985","1985",15788312,,
"AUS","Australia","T","Total","TOTAL","Total","1986","1986",16018350,,
"AUS","Australia","T","Total","TOTAL","Total","1987","1987",16263874,,
"AUS","Australia","T","Total","TOTAL","Total","1988","1988",16532164,,
"AUS","Australia","T","Total","TOTAL","Total","1989","1989",16814416,,
"AUS","Australia","T","Total","TOTAL","Total","1990","1990",17065128,,
"AUS","Australia","T","Total","TOTAL","Total","1991","1991",17284036,,
"AUS","Australia","T","Total","TOTAL","Total","1992","1992",17478635,,
"AUS","Australia","T","Total","TOTAL","Total","1993","1993",17634808,,
"AUS","Australia","T","Total","TOTAL","Total","1994","1994",17805468,,
"AUS","Australia","T","Total","TOTAL","Total","1995","1995",18004882,,
"AUS","Australia","T","Total","TOTAL","Total","1996","1996",18224767,,
"AUS","Australia","T","Total","TOTAL","Total","1997","1997",18423037,,
"AUS","Australia","T","Total","TOTAL","Total","1998","1998",18607584,,
"AUS","Australia","T","Total","TOTAL","Total","1999","1999",18812264,,
"AUS","Australia","T","Total","TOTAL","Total","2000","2000",19028802,,
"AUS","Australia","T","Total","TOTAL","Total","2001","2001",19274701,,
"AUS","Australia","T","Total","TOTAL","Total","2002","2002",19495210,,
"AUS","Australia","T","Total","TOTAL","Total","2003","2003",19720737,,
"AUS","Australia","T","Total","TOTAL","Total","2004","2004",19932722,,
"AUS","Australia","T","Total","TOTAL","Total","2005","2005",20176844,,
"AUS","Australia","T","Total","TOTAL","Total","2006","2006",20450966,,
"AUS","Australia","T","Total","TOTAL","Total","2007","2007",20827622,,
"AUS","Australia","T","Total","TOTAL","Total","2008","2008",21249199,,
"AUS","Australia","T","Total","TOTAL","Total","2009","2009",21691653,,
"AUS","Australia","T","Total","TOTAL","Total","2010","2010",22031750,,
"AUS","Australia","T","Total","TOTAL","Total","2011","2011",22340024,,
"AUS","Australia","T","Total","TOTAL","Total","2012","2012",22733465,,
"AUS","Australia","T","Total","TOTAL","Total","2013","2013",23128129,,
"AUS","Australia","T","Total","TOTAL","Total","2014","2014",23475686,,
"AUS","Australia","T","Total","TOTAL","Total","2015","2015",23815995,,
"AUS","Australia","T","Total","TOTAL","Total","2016","2016",24190907,,
"AUS","Australia","T","Total","TOTAL","Total","2017","2017",24594202,,
"AUS","Australia","T","Total","TOTAL","Total","2018","2018",24966643,,
"AUS","Australia","T","Total","TOTAL","Total","2019","2019",25340217,,
"AUS","Australia","T","Total","TOTAL","Total","2020","2020",25655289,,
"AUS","Australia","T","Total","TOTAL","Total","2021","2021",25688079,,
"AUS","Australia","T","Total","TOTAL","Total","2022","2022",25978935,,
"AUT","Austria","W","Women","TOTAL","Total","1980","1980",3982252,,
"AUT","Austria","W","Women","TOTAL","Total","1981","1981",3988477,,
"AUT","Austria","W","Women","TOTAL","Total","1982","1982",3987703,,
"AUT","Austria","W","Women","TOTAL","Total","1983","1983",3978904,,
"AUT","Austria","W","Women","TOTAL","Total","1984","1984",3975664,,
"AUT","Austria","W","Women","TOTAL","Total","1985","1985",3973735,,
"AUT","Austria","W","Women","TOTAL","Total","1986","1986",3971505,,
"AUT","Austria","W","Women","TOTAL","Total","1987","1987",3969130,,
"AUT","Austria","W","Women","TOTAL","Total","1988","1988",3969395,,
"AUT","Austria","W","Women","TOTAL","Total","1989","1989",3980540,,
"AUT","Austria","W","Women","TOTAL","Total","1990","1990",4002291,,
"AUT","Austria","W","Women","TOTAL","Total","1991","1991",4033516,,
"AUT","Austria","W","Women","TOTAL","Total","1992","1992",4070811,,
"AUT","Austria","W","Women","TOTAL","Total","1993","1993",4098565,,
"AUT","Austria","W","Women","TOTAL","Total","1994","1994",4110073,,
"AUT","Austria","W","Women","TOTAL","Total","1995","1995",4114203,,
"AUT","Austria","W","Women","TOTAL","Total","1996","1996",4118532,,
"AUT","Austria","W","Women","TOTAL","Total","1997","1997",4121879,,
"AUT","Austria","W","Women","TOTAL","Total","1998","1998",4124623,,
"AUT","Austria","W","Women","TOTAL","Total","1999","1999",4130143,,
"AUT","Austria","W","Women","TOTAL","Total","2000","2000",4136849,,
"AUT","Austria","W","Women","TOTAL","Total","2001","2001",4148373,,
"AUT","Austria","W","Women","TOTAL","Total","2002","2002",4163181,,
"AUT","Austria","W","Women","TOTAL","Total","2003","2003",4177960,,
"AUT","Austria","W","Women","TOTAL","Total","2004","2004",4201740,,
"AUT","Austria","W","Women","TOTAL","Total","2005","2005",4226326,,
"AUT","Austria","W","Women","TOTAL","Total","2006","2006",4245432,,
"AUT","Austria","W","Women","TOTAL","Total","2007","2007",4258641,,
"AUT","Austria","W","Women","TOTAL","Total","2008","2008",4271326,,
"AUT","Austria","W","Women","TOTAL","Total","2009","2009",4280288,,
"AUT","Austria","W","Women","TOTAL","Total","2010","2010",4289296,,
"AUT","Austria","W","Women","TOTAL","Total","2011","2011",4301346,,
"AUT","Austria","W","Women","TOTAL","Total","2012","2012",4316880,,
"AUT","Austria","W","Women","TOTAL","Total","2013","2013",4338537,,
"AUT","Austria","W","Women","TOTAL","Total","2014","2014",4367382,,
"AUT","Austria","W","Women","TOTAL","Total","2015","2015",4400443,,
"AUT","Austria","W","Women","TOTAL","Total","2016","2016",4444642,,
"AUT","Austria","W","Women","TOTAL","Total","2017","2017",4470336,,
"AUT","Austria","W","Women","TOTAL","Total","2018","2018",4490959,,
"AUT","Austria","W","Women","TOTAL","Total","2019","2019",4510346,,
"AUT","Austria","W","Women","TOTAL","Total","2020","2020",4528725,,
"AUT","Austria","W","Women","TOTAL","Total","2021","2021",4543082,,
"AUT","Austria","W","Women","TOTAL","Total","2022","2022",4595563,,
"AUT","Austria","M","Men","TOTAL","Total","1980","1980",3567181,,
"AUT","Austria","M","Men","TOTAL","Total","1981","1981",3580233,,
"AUT","Austria","M","Men","TOTAL","Total","1982","1982",3586437,,
"AUT","Austria","M","Men","TOTAL","Total","1983","1983",3583006,,
"AUT","Austria","M","Men","TOTAL","Total","1984","1984",3585770,,
"AUT","Austria","M","Men","TOTAL","Total","1985","1985",3591249,,
"AUT","Austria","M","Men","TOTAL","Total","1986","1986",3598289,,
"AUT","Austria","M","Men","TOTAL","Total","1987","1987",3605456,,
"AUT","Austria","M","Men","TOTAL","Total","1988","1988",3615922,,
"AUT","Austria","M","Men","TOTAL","Total","1989","1989",3639026,,
"AUT","Austria","M","Men","TOTAL","Total","1990","1990",3675559,,
"AUT","Austria","M","Men","TOTAL","Total","1991","1991",3721375,,
"AUT","Austria","M","Men","TOTAL","Total","1992","1992",3769898,,
"AUT","Austria","M","Men","TOTAL","Total","1993","1993",3807067,,
"AUT","Austria","M","Men","TOTAL","Total","1994","1994",3826045,,
"AUT","Austria","M","Men","TOTAL","Total","1995","1995",3834075,,
"AUT","Austria","M","Men","TOTAL","Total","1996","1996",3840484,,
"AUT","Austria","M","Men","TOTAL","Total","1997","1997",3846162,,
"AUT","Austria","M","Men","TOTAL","Total","1998","1998",3852166,,
"AUT","Austria","M","Men","TOTAL","Total","1999","1999",3862180,,
"AUT","Austria","M","Men","TOTAL","Total","2000","2000",3874717,,
"AUT","Austria","M","Men","TOTAL","Total","2001","2001",3893920,,
"AUT","Austria","M","Men","TOTAL","Total","2002","2002",3918940,,
"AUT","Austria","M","Men","TOTAL","Total","2003","2003",3940285,,
"AUT","Austria","M","Men","TOTAL","Total","2004","2004",3967701,,
"AUT","Austria","M","Men","TOTAL","Total","2005","2005",3998952,,
"AUT","Austria","M","Men","TOTAL","Total","2006","2006",4022516,,
"AUT","Austria","M","Men","TOTAL","Total","2007","2007",4036548,,
"AUT","Austria","M","Men","TOTAL","Total","2008","2008",4050215,,
"AUT","Austria","M","Men","TOTAL","Total","2009","2009",4061195,,
"AUT","Austria","M","Men","TOTAL","Total","2010","2010",4071773,,
"AUT","Austria","M","Men","TOTAL","Total","2011","2011",4087188,,
"AUT","Austria","M","Men","TOTAL","Total","2012","2012",4109431,,
"AUT","Austria","M","Men","TOTAL","Total","2013","2013",4138693,,
"AUT","Austria","M","Men","TOTAL","Total","2014","2014",4176550,,
"AUT","Austria","M","Men","TOTAL","Total","2015","2015",4229076,,
"AUT","Austria","M","Men","TOTAL","Total","2016","2016",4295164,,
"AUT","Austria","M","Men","TOTAL","Total","2017","2017",4324737,,
"AUT","Austria","M","Men","TOTAL","Total","2018","2018",4346748,,
"AUT","Austria","M","Men","TOTAL","Total","2019","2019",4367291,,
"AUT","Austria","M","Men","TOTAL","Total","2020","2020",4388120,,
"AUT","Austria","M","Men","TOTAL","Total","2021","2021",4408438,,
"AUT","Austria","M","Men","TOTAL","Total","2022","2022",4457293,,
"AUT","Austria","T","Total","TOTAL","Total","1980","1980",7549433,,
"AUT","Austria","T","Total","TOTAL","Total","1981","1981",7568710,,
"AUT","Austria","T","Total","TOTAL","Total","1982","1982",7574140,,
"AUT","Austria","T","Total","TOTAL","Total","1983","1983",7561910,,
"AUT","Austria","T","Total","TOTAL","Total","1984","1984",7561434,,
"AUT","Austria","T","Total","TOTAL","Total","1985","1985",7564984,,
"AUT","Austria","T","Total","TOTAL","Total","1986","1986",7569794,,
"AUT","Austria","T","Total","TOTAL","Total","1987","1987",7574586,,
"AUT","Austria","T","Total","TOTAL","Total","1988","1988",7585317,,
"AUT","Austria","T","Total","TOTAL","Total","1989","1989",7619566,,
"AUT","Austria","T","Total","TOTAL","Total","1990","1990",7677850,,
"AUT","Austria","T","Total","TOTAL","Total","1991","1991",7754891,,
"AUT","Austria","T","Total","TOTAL","Total","1992","1992",7840709,,
"AUT","Austria","T","Total","TOTAL","Total","1993","1993",7905632,,
"AUT","Austria","T","Total","TOTAL","Total","1994","1994",7936118,,
"AUT","Austria","T","Total","TOTAL","Total","1995","1995",7948278,,
"AUT","Austria","T","Total","TOTAL","Total","1996","1996",7959016,,
"AUT","Austria","T","Total","TOTAL","Total","1997","1997",7968041,,
"AUT","Austria","T","Total","TOTAL","Total","1998","1998",7976789,,
"AUT","Austria","T","Total","TOTAL","Total","1999","1999",7992323,,
"AUT","Austria","T","Total","TOTAL","Total","2000","2000",8011566,,
"AUT","Austria","T","Total","TOTAL","Total","2001","2001",8042293,,
"AUT","Austria","T","Total","TOTAL","Total","2002","2002",8082121,,
"AUT","Austria","T","Total","TOTAL","Total","2003","2003",8118245,,
"AUT","Austria","T","Total","TOTAL","Total","2004","2004",8169441,,
"AUT","Austria","T","Total","TOTAL","Total","2005","2005",8225278,,
"AUT","Austria","T","Total","TOTAL","Total","2006","2006",8267948,,
"AUT","Austria","T","Total","TOTAL","Total","2007","2007",8295189,,
"AUT","Austria","T","Total","TOTAL","Total","2008","2008",8321541,,
"AUT","Austria","T","Total","TOTAL","Total","2009","2009",8341483,,
"AUT","Austria","T","Total","TOTAL","Total","2010","2010",8361069,,
"AUT","Austria","T","Total","TOTAL","Total","2011","2011",8388534,,
"AUT","Austria","T","Total","TOTAL","Total","2012","2012",8426311,,
"AUT","Austria","T","Total","TOTAL","Total","2013","2013",8477230,,
"AUT","Austria","T","Total","TOTAL","Total","2014","2014",8543932,,
"AUT","Austria","T","Total","TOTAL","Total","2015","2015",8629519,,
"AUT","Austria","T","Total","TOTAL","Total","2016","2016",8739806,,
"AUT","Austria","T","Total","TOTAL","Total","2017","2017",8795073,,
"AUT","Austria","T","Total","TOTAL","Total","2018","2018",8837707,,
"AUT","Austria","T","Total","TOTAL","Total","2019","2019",8877637,,
"AUT","Austria","T","Total","TOTAL","Total","2020","2020",8916845,,
"AUT","Austria","T","Total","TOTAL","Total","2021","2021",8951520,,
"AUT","Austria","T","Total","TOTAL","Total","2022","2022",9052856,,
"BEL","Belgium","W","Women","TOTAL","Total","1980","1980",5039073,,
"BEL","Belgium","W","Women","TOTAL","Total","1981","1981",5042048,,
"BEL","Belgium","W","Women","TOTAL","Total","1982","1982",5043497,,
"BEL","Belgium","W","Women","TOTAL","Total","1983","1983",5044191,,
"BEL","Belgium","W","Women","TOTAL","Total","1984","1984",5044833,,
"BEL","Belgium","W","Women","TOTAL","Total","1985","1985",5046438,,
"BEL","Belgium","W","Women","TOTAL","Total","1986","1986",5047615,,
"BEL","Belgium","W","Women","TOTAL","Total","1987","1987",5051215,,
"BEL","Belgium","W","Women","TOTAL","Total","1988","1988",5066291,,
"BEL","Belgium","W","Women","TOTAL","Total","1989","1989",5083176,,
"BEL","Belgium","W","Women","TOTAL","Total","1990","1990",5096987,,
"BEL","Belgium","W","Women","TOTAL","Total","1991","1991",5114532,,
"BEL","Belgium","W","Women","TOTAL","Total","1992","1992",5133811,,
"BEL","Belgium","W","Women","TOTAL","Total","1993","1993",5152630,,
"BEL","Belgium","W","Women","TOTAL","Total","1994","1994",5168155,,
"BEL","Belgium","W","Women","TOTAL","Total","1995","1995",5180086,,
"BEL","Belgium","W","Women","TOTAL","Total","1996","1996",5191357,,
"BEL","Belgium","W","Women","TOTAL","Total","1997","1997",5204021,,
"BEL","Belgium","W","Women","TOTAL","Total","1998","1998",5214817,,
"BEL","Belgium","W","Women","TOTAL","Total","1999","1999",5226554,,
"BEL","Belgium","W","Women","TOTAL","Total","2000","2000",5239236,,
"BEL","Belgium","W","Women","TOTAL","Total","2001","2001",5256414,,
"BEL","Belgium","W","Women","TOTAL","Total","2002","2002",5278201,,
"BEL","Belgium","W","Women","TOTAL","Total","2003","2003",5299099,,
"BEL","Belgium","W","Women","TOTAL","Total","2004","2004",5321888,,
"BEL","Belgium","W","Women","TOTAL","Total","2005","2005",5351045,,
"BEL","Belgium","W","Women","TOTAL","Total","2006","2006",5385342,,
"BEL","Belgium","W","Women","TOTAL","Total","2007","2007",5422631,,
"BEL","Belgium","W","Women","TOTAL","Total","2008","2008",5463280,,
"BEL","Belgium","W","Women","TOTAL","Total","2009","2009",5506059,,
"BEL","Belgium","W","Women","TOTAL","Total","2010","2010",5554362,,
"BEL","Belgium","W","Women","TOTAL","Total","2011","2011",5601588,,
"BEL","Belgium","W","Women","TOTAL","Total","2012","2012",5637105,,
"BEL","Belgium","W","Women","TOTAL","Total","2013","2013",5664133,,
"BEL","Belgium","W","Women","TOTAL","Total","2014","2014",5690077,,
"BEL","Belgium","W","Women","TOTAL","Total","2015","2015",5717162,,
"BEL","Belgium","W","Women","TOTAL","Total","2016","2016",5742234,,
"BEL","Belgium","W","Women","TOTAL","Total","2017","2017",5766124,,
"BEL","Belgium","W","Women","TOTAL","Total","2018","2018",5790674,,
"BEL","Belgium","W","Women","TOTAL","Total","2019","2019",5817880,,
"BEL","Belgium","W","Women","TOTAL","Total","2020","2020",5838303,,
"BEL","Belgium","W","Women","TOTAL","Total","2021","2021",5859562,,
"BEL","Belgium","W","Women","TOTAL","Total","2022","2022",5905629,,
"BEL","Belgium","M","Men","TOTAL","Total","1980","1980",4820170,,
"BEL","Belgium","M","Men","TOTAL","Total","1981","1981",4816934,,
"BEL","Belgium","M","Men","TOTAL","Total","1982","1982",4812806,,
"BEL","Belgium","M","Men","TOTAL","Total","1983","1983",4811330,,
"BEL","Belgium","M","Men","TOTAL","Total","1984","1984",4810539,,
"BEL","Belgium","M","Men","TOTAL","Total","1985","1985",4811871,,
"BEL","Belgium","M","Men","TOTAL","Total","1986","1986",4814209,,
"BEL","Belgium","M","Men","TOTAL","Total","1987","1987",4819019,,
"BEL","Belgium","M","Men","TOTAL","Total","1988","1988",4835374,,
"BEL","Belgium","M","Men","TOTAL","Total","1989","1989",4854521,,
"BEL","Belgium","M","Men","TOTAL","Total","1990","1990",4870391,,
"BEL","Belgium","M","Men","TOTAL","Total","1991","1991",4889954,,
"BEL","Belgium","M","Men","TOTAL","Total","1992","1992",4911354,,
"BEL","Belgium","M","Men","TOTAL","Total","1993","1993",4931849,,
"BEL","Belgium","M","Men","TOTAL","Total","1994","1994",4947446,,
"BEL","Belgium","M","Men","TOTAL","Total","1995","1995",4956728,,
"BEL","Belgium","M","Men","TOTAL","Total","1996","1996",4965284,,
"BEL","Belgium","M","Men","TOTAL","Total","1997","1997",4977225,,
"BEL","Belgium","M","Men","TOTAL","Total","1998","1998",4988195,,
"BEL","Belgium","M","Men","TOTAL","Total","1999","1999",4999865,,
"BEL","Belgium","M","Men","TOTAL","Total","2000","2000",5012015,,
"BEL","Belgium","M","Men","TOTAL","Total","2001","2001",5030157,,
"BEL","Belgium","M","Men","TOTAL","Total","2002","2002",5054585,,
"BEL","Belgium","M","Men","TOTAL","Total","2003","2003",5077032,,
"BEL","Belgium","M","Men","TOTAL","Total","2004","2004",5099248,,
"BEL","Belgium","M","Men","TOTAL","Total","2005","2005",5127575,,
"BEL","Belgium","M","Men","TOTAL","Total","2006","2006",5162614,,
"BEL","Belgium","M","Men","TOTAL","Total","2007","2007",5202204,,
"BEL","Belgium","M","Men","TOTAL","Total","2008","2008",5245828,,
"BEL","Belgium","M","Men","TOTAL","Total","2009","2009",5290439,,
"BEL","Belgium","M","Men","TOTAL","Total","2010","2010",5341229,,
"BEL","Belgium","M","Men","TOTAL","Total","2011","2011",5392021,,
"BEL","Belgium","M","Men","TOTAL","Total","2012","2012",5430643,,
"BEL","Belgium","M","Men","TOTAL","Total","2013","2013",5460900,,
"BEL","Belgium","M","Men","TOTAL","Total","2014","2014",5489701,,
"BEL","Belgium","M","Men","TOTAL","Total","2015","2015",5521312,,
"BEL","Belgium","M","Men","TOTAL","Total","2016","2016",5552769,,
"BEL","Belgium","M","Men","TOTAL","Total","2017","2017",5582957,,
"BEL","Belgium","M","Men","TOTAL","Total","2018","2018",5613066,,
"BEL","Belgium","M","Men","TOTAL","Total","2019","2019",5644143,,
"BEL","Belgium","M","Men","TOTAL","Total","2020","2020",5668635,,
"BEL","Belgium","M","Men","TOTAL","Total","2021","2021",5693053,,
"BEL","Belgium","M","Men","TOTAL","Total","2022","2022",5735159,,
"BEL","Belgium","T","Total","TOTAL","Total","1980","1980",9859243,,
"BEL","Belgium","T","Total","TOTAL","Total","1981","1981",9858982,,
"BEL","Belgium","T","Total","TOTAL","Total","1982","1982",9856303,,
"BEL","Belgium","T","Total","TOTAL","Total","1983","1983",9855521,,
"BEL","Belgium","T","Total","TOTAL","Total","1984","1984",9855372,,
"BEL","Belgium","T","Total","TOTAL","Total","1985","1985",9858309,,
"BEL","Belgium","T","Total","TOTAL","Total","1986","1986",9861824,,
"BEL","Belgium","T","Total","TOTAL","Total","1987","1987",9870234,,
"BEL","Belgium","T","Total","TOTAL","Total","1988","1988",9901665,,
"BEL","Belgium","T","Total","TOTAL","Total","1989","1989",9937697,,
"BEL","Belgium","T","Total","TOTAL","Total","1990","1990",9967378,,
"BEL","Belgium","T","Total","TOTAL","Total","1991","1991",10004486,,
"BEL","Belgium","T","Total","TOTAL","Total","1992","1992",10045165,,
"BEL","Belgium","T","Total","TOTAL","Total","1993","1993",10084479,,
"BEL","Belgium","T","Total","TOTAL","Total","1994","1994",10115601,,
"BEL","Belgium","T","Total","TOTAL","Total","1995","1995",10136814,,
"BEL","Belgium","T","Total","TOTAL","Total","1996","1996",10156641,,
"BEL","Belgium","T","Total","TOTAL","Total","1997","1997",10181246,,
"BEL","Belgium","T","Total","TOTAL","Total","1998","1998",10203012,,
"BEL","Belgium","T","Total","TOTAL","Total","1999","1999",10226419,,
"BEL","Belgium","T","Total","TOTAL","Total","2000","2000",10251251,,
"BEL","Belgium","T","Total","TOTAL","Total","2001","2001",10286571,,
"BEL","Belgium","T","Total","TOTAL","Total","2002","2002",10332786,,
"BEL","Belgium","T","Total","TOTAL","Total","2003","2003",10376131,,
"BEL","Belgium","T","Total","TOTAL","Total","2004","2004",10421136,,
"BEL","Belgium","T","Total","TOTAL","Total","2005","2005",10478620,,
"BEL","Belgium","T","Total","TOTAL","Total","2006","2006",10547956,,
"BEL","Belgium","T","Total","TOTAL","Total","2007","2007",10624835,,
"BEL","Belgium","T","Total","TOTAL","Total","2008","2008",10709108,,
"BEL","Belgium","T","Total","TOTAL","Total","2009","2009",10796498,,
"BEL","Belgium","T","Total","TOTAL","Total","2010","2010",10895591,,
"BEL","Belgium","T","Total","TOTAL","Total","2011","2011",10993609,,
"BEL","Belgium","T","Total","TOTAL","Total","2012","2012",11067748,,
"BEL","Belgium","T","Total","TOTAL","Total","2013","2013",11125033,,
"BEL","Belgium","T","Total","TOTAL","Total","2014","2014",11179778,,
"BEL","Belgium","T","Total","TOTAL","Total","2015","2015",11238474,,
"BEL","Belgium","T","Total","TOTAL","Total","2016","2016",11295003,,
"BEL","Belgium","T","Total","TOTAL","Total","2017","2017",11349081,,
"BEL","Belgium","T","Total","TOTAL","Total","2018","2018",11403740,,
"BEL","Belgium","T","Total","TOTAL","Total","2019","2019",11462023,,
"BEL","Belgium","T","Total","TOTAL","Total","2020","2020",11506938,,
"BEL","Belgium","T","Total","TOTAL","Total","2021","2021",11552615,,
"BEL","Belgium","T","Total","TOTAL","Total","2022","2022",11640788,,
"CAN","Canada","W","Women","TOTAL","Total","1980","1980",12307830,,
"CAN","Canada","W","Women","TOTAL","Total","1981","1981",12468682,,
"CAN","Canada","W","Women","TOTAL","Total","1982","1982",12626241,,
"CAN","Canada","W","Women","TOTAL","Total","1983","1983",12759682,,
"CAN","Canada","W","Women","TOTAL","Total","1984","1984",12889230,,
"CAN","Canada","W","Women","TOTAL","Total","1985","1985",13014010,,
"CAN","Canada","W","Women","TOTAL","Total","1986","1986",13148901,,
