country,year,brevets,NX,salary,gdp,pop,cho,ppa,public_spending,IDE
AUT,1996,9.610725934341048,0.20172873530591495,-0.006855331829064504,-0.1694975139122431,8.98206065310663,0.21548357454628997,-0.004415409206096954,0.04146822586089316,1.4067473397394314
AUT,1997,9.652394528314963,-0.4286768365966065,-0.008272776149430228,-0.03156106756486987,8.983193944833525,-0.025326025326025348,-0.002641078043579159,0.016204308691882163,-0.3117222495832771
AUT,1998,9.73014555852275,-0.10421834255417517,0.03196810185023269,0.6277485928509294,8.984291228514534,0.06515415939499714,-0.009559234989818921,0.04109844837309473,0.6700366567245177
AUT,1999,9.96542895407631,-0.005611830831841136,0.02219962718183366,0.07702651401309613,8.986236734927123,-0.14309120699071554,0.001231256014005977,0.04879871484284082,-0.3463920185763393
AUT,2000,10.214788490586542,-0.1245196357543853,0.0031001326259947337,-0.15215658136273347,8.98864152657165,-0.002761844062035279,-0.017751697324860705,0.052545213601695506,2.1472450076053446
AUT,2001,10.232719354644704,-0.16401759365106072,-0.0030244434528235997,-0.5870894721898688,8.992469520516481,-0.1452918619514274,0.016958906065696944,0.013039215289007311,-0.3314771447806303
AUT,2002,10.200178919145497,-1.0866816553548566,0.015134938001458709,0.1270939928364827,8.997409617068044,0.2113659022931209,-0.025027973130074987,0.06188054519828934,-0.9775988218555473
AUT,2003,10.167465898288674,-7.0101692252406895,0.0023025295164686987,-0.23094239491744273,9.001869276790694,-0.015432098765432167,-0.012979223699930653,0.05238881073641277,35.604513574620476
AUT,2004,10.129945604818168,-0.16823419422580888,0.01899703476815806,1.2471388322983281,9.00815576446059,0.24743991640543372,-0.011333285943266103,0.0422655927064306,-0.5528936145595931
AUT,2005,10.056337386630338,0.222995467631383,0.005436172934254246,-0.09546423317990893,9.014967374454484,-0.04808175573797957,0.004425816777358316,0.021895719129843227,23.293324204030082
AUT,2006,9.9616621165872,-0.8452258116788944,0.01499586540296427,0.4089748656591792,9.020141631473704,-0.06370996128123896,-0.024842513073491834,0.06418268256147064,-0.8782914599115046
AUT,2007,9.801786997709788,-2.4752484877620864,0.005859589202061866,0.15473732035489918,9.023430987175102,-0.07725563909774447,0.009245644679435783,0.023390333084976955,4.666823706749529
AUT,2008,9.59082949401417,-7.418370187960911,0.01654179841435499,-0.6150412200543959,9.026602733010979,-0.14483601548176805,-0.015619884250598792,0.06710006006283398,-0.9175792352286702
AUT,2009,9.122055457108612,1.0074636777497017,0.01706939613563585,-3.4676601563030314,9.028996297290893,0.2794187708432587,-0.012484827665708687,0.06731106748233229,1.440558581252097
AUT,2010,8.237479288613633,0.07438242115968863,-0.0045648342046190615,-1.5044196621920678,9.03134156871737,-0.09085831316328441,-0.0016831994096419,0.030228283332899064,-2.5761728637430723
AUT,2011,7.515889085215125,1.100344842492604,-0.01077579683385299,0.61829534966794,9.03462105237027,-0.05037886545156678,-0.013013876468090269,0.027304900251541975,-1.9490319801724276
AUT,2012,7.455298485683291,-0.14391913507986032,0.005676080903277203,-0.7853960388383352,9.03911435142345,0.0586586154841493,-0.02132171879280753,0.05973353456272523,-0.7605865410542381
AUT,2013,7.467942332285852,-0.3148740552031313,0.0004259656489129515,-1.399089452429921,9.045139024480513,0.09329802403748211,-0.02036035873847941,0.04707350086613249,-0.9177354004514816
AUT,2014,7.473637108496206,-0.5581025140249826,0.0038016453521083626,-4.014436389759689,9.052976602366806,0.057201416061114285,0.0021527736141508935,0.026441169903996586,2.689205135476508
AUT,2015,7.502186486602924,-0.08824391526961384,0.0072715153535016785,0.7246958924446203,9.062944046718846,0.022559041240747035,1.9669567638214147e-05,0.02333042591186807,-6.397473796539773
AUT,2016,7.38770923908104,0.6860755718187757,0.009580243942789224,0.6242284923648633,9.07564327160689,0.04515684246811458,-0.027393060978924466,0.052137902107613154,2.5013022020934352
AUT,2017,7.329093736246592,0.33424760771013706,0.0001489691335954113,0.07322355308253226,9.081946957307764,-0.08294854881266489,-0.0024744314522644473,0.015376888861833082,-1.4431598660099598
AUT,2018,7.284820912568604,0.21366740678303398,0.003768357710983272,0.09328688481918967,9.086782732844236,-0.11292932925732779,-0.012394998312909355,0.04148652360804217,-2.940520362522281
FIN,1996,8.75557997214314,-0.12693902420900904,0.022908997115858032,-0.1350165581800976,8.541807752180157,-0.08426933254925018,0.00639497212281559,0.019718235683230834,-0.47287032111260685
FIN,1997,8.545974992841689,0.001225185635249204,0.000848156977810488,0.7467372798605936,8.54476944718634,-0.03878756742871814,-0.002672897987805123,0.005030510446203396,2.3931741046356696
FIN,1998,7.994294986415977,0.07892117183473135,0.026408007145965584,-0.14746402288868854,8.547431374476847,-0.117116515232496,0.0022018724352521613,-0.0035454284752052256,3.828507088631066
